,C1-Ang [Deg],C1-Mag [Arms],C2-Ang [Deg],C2-Mag [Arms],C3-Ang [Deg],C3-Mag [Arms],L1-Ang [Deg],L1-Mag [Vrms],L2-Ang [Deg],L2-Mag [Vrms],L3-Ang [Deg],L3-Mag [Vrms],Active-Power-1 [W],Reactive-Power-1 [VAR],Apparent-Power-1 [VA],Active-Power-2 [W],Reactive-Power-2 [VAR],Apparent-Power-2 [VA],Active-Power-3 [W],Reactive-Power-3 [VAR],Apparent-Power-3 [VA],Voltage-Sag [-],Voltage-Swell [-]
1504819331908333299,153.07443237304688,242.05502319335938,34.84739685058594,260.2747802734375,270.4656066894531,255.5878143310547,167.28799438476562,282.2101745605469,47.3310546875,281.9328308105469,287.37884521484375,282.62689208984375,66219.2219962962,16772.717960750546,68310.39034865517,71645.13358020704,15861.905775212195,73380.00559108332,69111.52230271541,21015.129822177776,72235.989620422,False,False
1504819331916666632,153.07867431640625,242.7069091796875,34.88597106933594,260.3067932128906,270.624267578125,256.1114501953125,167.35989379882812,282.1986389160156,47.405860900878906,281.9276428222656,287.4505615234375,282.63140869140625,66374.9401866744,16895.59196428284,68491.55942602083,71642.58122460704,15908.87244354637,73387.68062113319,69286.09725122222,20953.405770342364,72385.1399507001,False,False
1504819331924999965,153.10557556152344,243.3520965576172,34.96736526489258,260.5440979003906,270.74542236328125,256.7215881347656,167.43017578125,282.1824035644531,47.47648239135742,281.9112243652344,287.5210266113281,282.622314453125,66534.71115694067,16989.91160998961,68669.6795190773,71706.7095297734,15908.966247264,73450.30564023463,69467.4776769214,20941.197720506603,72555.24940872937,False,False
1504819331933333298,153.18948364257812,244.0272674560547,35.09993362426758,261.40020751953125,270.80810546875,257.55657958984375,167.49681091308594,282.1719055175781,47.541709899902344,281.9012756347656,287.58807373046875,282.6077575683594,66721.9598890507,17016.301741997788,68857.63905632263,71958.49757841005,15876.11425026647,73689.05195094831,69688.23187574303,21013.535179633098,72787.48740486242,False,False
1504819331941666631,153.2653350830078,244.2160186767578,35.180015563964844,261.8282775878906,270.84149169921875,257.8160400390625,167.5653839111328,282.1764831542969,47.61103439331055,281.9009094238281,287.65789794921875,282.611572265625,66776.81432176127,17021.257140908583,68912.0172801516,72079.22787399002,15888.559582206011,73809.62956490088,69745.98528229163,21079.348095149595,72861.79643073678,False,False
1504819331949999964,153.35836791992188,244.01673889160156,35.17909240722656,261.59356689453125,270.89996337890625,257.300048828125,167.6381378173828,282.186767578125,47.68595886230469,281.8957214355469,287.73358154296875,282.62835693359375,66730.77191554112,16984.370460742943,68858.29478277639,71992.21159235657,15969.341050114284,73742.10726263188,69604.20699641408,21059.319832073234,72720.29003922641,False,False
1504819331958333297,153.45228576660156,244.151611328125,35.13526153564453,261.29241943359375,270.9956970214844,256.7234802246094,167.71087646484375,282.1875,47.76113510131836,281.8846130371094,287.8096923828125,282.6343688964844,66774.10565142517,16969.120463292453,68896.53282165526,71873.21526521123,16099.648549321966,73654.31254156865,69456.90465048977,20988.789654129854,72558.87881419156,False,False
1504819331966666630,153.4731903076172,244.38186645507812,35.09375762939453,260.8028259277344,271.1045227050781,256.3184814453125,167.78248596191406,282.18426513671875,47.83518600463867,281.8828430175781,287.88232421875,282.6365051269531,66821.2556614345,17044.07040370643,68960.71739836596,71705.53844020657,16214.030584063163,73515.8420395283,69361.07980103702,20912.0254531981,72444.9597951509,False,False
1504819331974999963,153.44448852539062,243.8732452392578,35.143226623535156,259.7531433105469,271.2294921875,255.8275909423828,167.8574676513672,282.183349609375,47.9095458984375,281.8934631347656,287.954345703125,282.6412353515625,66651.07905035076,17129.183117924018,68816.96922172233,71412.60524755926,16180.405729600852,73222.71312795114,69248.65985721124,20808.339963460738,72307.42634096928,False,False
1504819331983333296,153.45791625976562,242.81842041015625,35.31024169921875,259.13818359375,271.25714111328125,255.58108520507812,167.93504333496094,282.1907958984375,47.98207092285156,281.910888671875,288.02728271484375,282.6398010253906,66345.40750380179,17129.83489161338,68521.12331434341,71274.46719630755,16025.57549113426,73053.87562572958,69165.1302674564,20842.860780832016,72237.38706821669,False,False
1504819331991666629,153.54522705078125,241.94187927246094,35.47514343261719,259.2826843261719,271.1866455078125,255.52426147460938,168.0133056640625,282.20465087890625,48.05469512939453,281.9292297363281,288.10150146484375,282.63482666015625,66111.85013952281,17058.396013158184,68277.12357307132,71344.58448249685,15920.671795428623,73099.36747604514,69095.68410294442,21012.44471754638,72220.05534934066,False,False
1504819332000000000,153.6600341796875,241.78892517089844,35.554771423339844,259.44512939453125,271.2027587890625,255.41567993164062,168.08978271484375,282.2073974609375,48.131500244140625,281.9367370605469,288.1770324707031,282.6385192871094,66082.08762554718,17003.573534594398,68234.62330735661,71391.96888907171,15927.553223720262,73147.11322774553,69045.40638944492,21075.40399539093,72190.30957858916,False,False
1504819332008333333,153.76429748535156,242.2905731201172,35.536502838134766,259.4613342285156,271.31195068359375,255.1663360595703,168.16073608398438,282.19842529296875,48.208683013916016,281.92010498046875,288.25244140625,282.6514587402344,66226.979490326,16999.810354967205,68374.01819782797,71365.58266241282,16046.521412426511,73147.3665840756,68993.56323197327,21015.11691490585,72123.13710863842,False,False
1504819332016666666,153.84201049804688,242.8522491455078,35.51901626586914,259.3434143066406,271.4708251953125,254.96414184570312,168.2278594970703,282.1876525878906,48.280120849609375,281.8956298828125,288.32366943359375,282.65716552734375,66381.1203006276,17026.300225281495,68529.90611206042,71301.97861430774,16148.517901826026,73107.77513192967,68972.32625117264,20893.404624156225,72067.44164521806,False,False
1504819332024999999,153.8935546875,243.17588806152344,35.56605911254883,259.31085205078125,271.6061096191406,255.11483764648438,168.29421997070312,282.18426513671875,48.34776306152344,281.88848876953125,288.3909912109375,282.6587219238281,66464.37477517241,17065.973583381627,68620.40927160995,71285.41060207653,16171.711376053307,73096.74420613422,69038.22154554554,20823.99218959719,72110.43395296019,False,False
1504819332033333332,153.94210815429688,243.39761352539062,35.635841369628906,259.2472839355469,271.72076416015625,255.3002471923828,168.36306762695312,282.1861877441406,48.417484283447266,281.89129638671875,288.46014404296875,282.6617431640625,66519.37511460249,17105.212821053712,68683.44466675166,71268.66257069667,16167.832113252396,73079.55295332707,69105.66272131656,20784.47514039674,72163.61290161498,False,False
1504819332041666665,153.9981231689453,243.28765869140625,35.79847717285156,259.20147705078125,271.8291320800781,255.6211700439453,168.4356689453125,282.1919860839844,48.48866653442383,281.89801025390625,288.5316162109375,282.6636657714844,66485.73885104283,17117.08424328431,68653.82759585045,71283.47890762101,16051.600652876343,73068.38063548878,69206.38877906393,20766.182317005692,72254.81697341753,False,False
1504819332049999998,154.09524536132812,242.79652404785156,35.960689544677734,259.34844970703125,271.8531188964844,255.74720764160156,168.50914001464844,282.19830322265625,48.559326171875,281.89971923828125,288.60443115234375,282.65899658203125,66360.05274284836,17055.520391101792,68516.76711466257,71349.90295766431,15946.810248346113,73110.25515729563,69221.63745179378,20835.07721559455,72289.24909063149,False,False
1504819332058333331,154.25601196289062,242.93716430664062,36.01980972290039,259.7801818847656,271.88641357421875,255.74371337890625,168.58018493652344,282.1993103027344,48.629634857177734,281.8916320800781,288.676513671875,282.6507263183594,66425.3709057505,16961.46350696504,68556.70021423604,71463.50692512121,15986.85377273266,73229.85945355613,69204.54627244426,20881.03751277049,72286.14633790217,False,False
1504819332066666664,154.44976806640625,243.83328247070312,36.062477111816406,260.4907531738281,272.0154724121094,256.0099182128906,168.64923095703125,282.20233154296875,48.6998405456543,281.8818054199219,288.74798583984375,282.6515197753906,66708.00377742738,16879.0545801814,68810.32082100771,71648.76869668259,16064.462145825546,73427.60379983392,69297.75004372415,20833.192321133814,72361.59246044699,False,False
1504819332074999997,154.62277221679688,244.76487731933594,36.106815338134766,261.2461853027344,272.1756286621094,256.3165283203125,168.71792602539062,282.200439453125,48.768978118896484,281.8681945800781,288.8194274902344,282.6489562988281,66993.1560421096,16821.49389826079,69072.75594220683,71846.1032040791,16141.370383789217,73636.99059221428,69412.32768752734,20750.503525549575,72447.59921187535,False,False
1504819332083333330,154.71524047851562,245.151123046875,36.170989990234375,261.63525390625,272.2889099121094,256.56585693359375,168.78770446777344,282.198974609375,48.83738327026367,281.8659362792969,288.8892517089844,282.6439514160156,67105.19152408636,16821.378079911578,69181.39554816484,71951.33187760692,16170.59253382403,73746.06580595672,69494.35099751875,20717.61722709875,72516.78760214709,False,False
1504819332091666663,154.73269653320312,244.56700134277344,36.28594207763672,261.3258972167969,272.31097412109375,256.5201721191406,168.8634033203125,282.2058410644531,48.90964126586914,281.8771057128906,288.96173095703125,282.641845703125,66929.8351908817,16849.750880655312,69018.23631054861,71881.12051194473,16098.554586940358,73661.78755529504,69463.20588040707,20774.90316642143,72503.33490783721,False,False
1504819332099999996,154.74020385742188,243.6754150390625,36.45098114013672,261.04833984375,272.26629638671875,256.55029296875,168.94110107421875,282.2023010253906,48.983341217041016,281.8812255859375,289.03515625,282.6289367675781,66664.3848425032,16869.793442620314,68765.76282734051,71831.36986611511,15967.200213097967,73584.62597233057,69425.21573822411,20919.54323838832,72508.53652916847,False,False
1504819332108333329,154.81829833984375,243.2466278076172,36.57870864868164,261.01416015625,272.27874755859375,256.4712219238281,169.01275634765625,282.1960144042969,49.05527877807617,281.8798522949219,289.10699462890625,282.62469482421875,66547.4874720677,16832.254241719584,68643.22888459498,71837.12629682611,15895.090232811244,73574.63291172683,69381.06318241362,20984.706660772066,72485.1008274164,False,False
1504819332116666662,154.91793823242188,242.98287963867188,36.605140686035156,260.69464111328125,272.3379211425781,255.88357543945312,169.08364868164062,282.2041931152344,49.129173278808594,281.8756408691406,289.18194580078125,282.63812255859375,66485.68590669332,16781.134240928473,68570.7874892475,71734.939890673,15934.824137497768,73483.46903495677,69219.61254697299,20956.681470284686,72322.45335578734,False,False
