,C1-Ang [Deg],C1-Mag [Arms],C2-Ang [Deg],C2-Mag [Arms],C3-Ang [Deg],C3-Mag [Arms],L1-Ang [Deg],L1-Mag [Vrms],L2-Ang [Deg],L2-Mag [Vrms],L3-Ang [Deg],L3-Mag [Vrms],Active-Power-1 [W],Reactive-Power-1 [VAR],Apparent-Power-1 [VA],Active-Power-2 [W],Reactive-Power-2 [VAR],Apparent-Power-2 [VA],Active-Power-3 [W],Reactive-Power-3 [VAR],Apparent-Power-3 [VA],Voltage-Sag [-],Voltage-Swell [-]
1499555254858333301,199.72601318359375,95.9747314453125,86.23410034179688,113.54708862304688,314.008056640625,114.40337371826172,199.86996459960938,284.1628112792969,79.86322784423828,283.66802978515625,319.97210693359375,283.9726257324219,27272.363423580162,68.51994382062044,27272.44949927553,32010.766702098,-3574.1056384625595,32209.678917540237,32311.581247705348,3375.587822900572,32487.426427422324,False,False
1499555254866666634,199.8404998779297,95.93949890136719,86.24305725097656,113.4228744506836,314.04656982421875,114.2069091796875,199.93096923828125,284.1563415527344,79.92578125,283.6578063964844,320.0351867675781,283.9681701660156,27261.78303358968,43.04606977622597,27261.81701821508,31977.92188312775,-3540.1553720211277,32173.28376186476,32254.138769063575,3383.56794789858,32431.127020072192,False,False
1499555254874999967,199.914306640625,96.0440902709961,86.26677703857422,113.36312866210938,314.1360778808594,114.14051818847656,199.98928833007812,284.14971923828125,79.98536682128906,283.6423645019531,320.09564208984375,283.9620056152344,27290.877915307115,35.71497444206673,27290.901284999676,31961.54602203908,-3518.0914964433405,32154.585861059837,32236.39945599436,3365.1820508616456,32411.570466761943,False,False
1499555254883333300,199.94537353515625,96.10540771484375,86.36270141601562,113.3517074584961,314.2657470703125,114.22966003417969,200.04640197753906,284.1453552246094,80.04195404052734,283.6322937011719,320.1529235839844,283.9555969238281,27307.862761927812,48.151429692391616,27307.90521414019,31954.768650435763,-3539.551946634091,32150.20478139748,32265.076500739517,3326.973046100935,32436.151301411446,False,False
1499555254891666633,200.0015411376953,95.99716186523438,86.47667694091797,113.3667221069336,314.3167724609375,114.27981567382812,200.10443115234375,284.1466369628906,80.0987777709961,283.6342468261719,320.21002197265625,283.9514465332031,27277.22672029035,48.98366507135418,27277.2707019886,31955.674427602116,-3571.922316307768,32154.684839952035,32278.418586446332,3331.8065259321484,32449.918970131315,False,False
1499555254899999966,200.10838317871094,95.8421859741211,86.53654479980469,113.2884292602539,314.322021484375,114.09745025634766,200.1634979248047,284.1476745605469,80.15853118896484,283.6391906738281,320.2692565917969,283.9535827636719,27233.321669618697,26.196660291908245,27233.33426934597,31934.154819325795,-3569.5814916661407,32133.038388087647,32224.003154483504,3356.8785143152368,32398.37978448975,False,False
1499555254908333299,200.18899536132812,95.61807250976562,86.58613586425781,112.8828125,314.3946228027344,113.64891052246094,200.22190856933594,284.14385986328125,80.21884155273438,283.63739013671875,320.3284912109375,283.9567565917969,27169.283712873283,15.60722957651294,27169.288195611905,31820.280969131516,-3550.825318393332,32017.786328792576,32098.46215245204,3336.2310787113415,32271.376022149343,False,False
1499555254916666632,200.23106384277344,95.22965240478516,86.67864990234375,112.4360580444336,314.5106506347656,113.2197494506836,200.2794189453125,284.1368103027344,80.27597045898438,283.63067626953125,320.3856506347656,283.9525451660156,27058.240044262202,22.83596267697253,27058.249680533772,31691.405883727177,-3556.2614367931465,31890.31518022297,31980.175591172516,3290.727297428211,32149.036019580206,False,False
1499555254924999965,200.3443145751953,94.9728775024414,86.78667449951172,112.41319274902344,314.5784606933594,113.11729431152344,200.3363494873047,284.1286926269531,80.33110809326172,283.62481689453125,320.4414978027344,283.9433898925781,26984.51925904069,-3.751307178219508,26984.519519788446,31681.011097522503,-3584.709506083644,31883.17120997142,31950.891555724163,3280.972425051635,32118.90800229041,False,False
1499555254933333298,200.4918975830078,95.1587905883789,86.87651062011719,112.70293426513672,314.62286376953125,113.33061981201172,200.39370727539062,284.1215515136719,80.3881607055664,283.62017822265625,320.4985046386719,283.934814453125,27036.623519898883,-46.333901062628556,27036.663222134815,31760.08689160292,-3612.06328660909,31964.826302494388,32009.45643427138,3294.102092159936,32178.5085081812,False,False
