,C1-Ang [Deg],C1-Mag [Arms],C2-Ang [Deg],C2-Mag [Arms],C3-Ang [Deg],C3-Mag [Arms],L1-Ang [Deg],L1-Mag [Vrms],L2-Ang [Deg],L2-Mag [Vrms],L3-Ang [Deg],L3-Mag [Vrms],Active-Power-1 [W],Reactive-Power-1 [VAR],Apparent-Power-1 [VA],Active-Power-2 [W],Reactive-Power-2 [VAR],Apparent-Power-2 [VA],Active-Power-3 [W],Reactive-Power-3 [VAR],Apparent-Power-3 [VA],Voltage-Sag [-],Voltage-Swell [-],PV-Generation [-]
1516389894291666656,165.4677276611328,18.797256469726562,58.04327392578125,13.98297119140625,302.8572692871094,19.92898178100586,347.10723876953125,119.54804229736328,227.34486389160156,120.34339141845703,107.58539581298828,119.72052001953125,-2246.255268836963,-64.29384480501801,-2247.1752115172567,-1653.5083859139631,312.3861299501924,-1682.7581752804113,-2301.654103500875,628.447029986464,-2385.9080622817855,False,False,True
1516389894299999989,165.54034423828125,18.796825408935547,58.16825485229492,14.006778717041016,302.85699462890625,19.93367576599121,347.1067199707031,119.54937744140625,227.3440704345703,120.3429183959961,107.58495330810547,119.72321319580078,-2246.3090808188726,-61.425831052382726,-2247.148775513051,-1655.6262550820556,316.55192390876186,-1685.6166281356418,-2302.246172628949,628.6159366020696,-2386.523713507733,False,False,True
1516389894308333322,165.6080780029297,18.849430084228516,58.375694274902344,14.00731372833252,303.07904052734375,19.99755096435547,347.10626220703125,119.5548324584961,227.34381103515625,120.34497833251953,107.58470153808594,119.72090148925781,-2252.770092010276,-58.91941812018046,-2253.5404556580756,-1654.5593857940428,322.569364680421,-1685.7098671329804,-2307.114797312267,639.5740840596734,-2394.1248290300136,False,False,True
1516389894316666655,165.76629638671875,18.958106994628906,58.55845260620117,13.944252014160156,303.6050109863281,20.06681251525879,347.10675048828125,119.55970001220703,227.34429931640625,120.3426513671875,107.5855712890625,119.715576171875,-2266.0053038849414,-53.02363333149279,-2266.625585077156,-1646.0487635174863,326.3490036203323,-1678.0882587162778,-2309.023808934206,662.9498416351524,-2402.310022197198,False,False,True
1516389894324999988,165.85484313964844,19.042007446289062,58.46104431152344,13.866168975830078,303.9666748046875,20.059572219848633,347.10870361328125,119.55748748779297,227.34445190429688,120.33936309814453,107.58638000488281,119.71349334716797,-2276.0694429537793,-49.817442111467585,-2276.6145670021656,-1637.336922403707,321.72517179528006,-1668.6459431626424,-2303.931031482657,677.2228589014251,-2401.4014654878847,False,False,True
1516389894333333321,165.74993896484375,19.0545711517334,58.23265838623047,13.822076797485352,303.98175048828125,20.01885414123535,347.1103210449219,119.55154418945312,227.3437957763672,120.3426513671875,107.5859603881836,119.71302795410156,-2277.361337818534,-54.08188664512513,-2278.003405057534,-1633.4368663188866,314.22108499132634,-1663.3853692102714,-2299.0625782193965,676.4673578486993,-2396.5176454187895,False,False,True
1516389894341666654,165.57034301757812,19.033443450927734,58.07164764404297,13.785167694091797,303.9286804199219,19.987104415893555,347.1101379394531,119.54937744140625,227.34400939941406,120.34822082519531,107.58473205566406,119.71175384521484,-2274.6146609772663,-61.14383251965769,-2275.4363151246216,-1630.0259063177477,308.8110287280766,-1659.020405760908,-2296.0020119743763,673.310131026716,-2392.691323914056,False,False,True
1516389894349999987,165.54751586914062,19.022878646850586,58.051692962646484,13.789167404174805,303.9168395996094,19.971996307373047,347.109130859375,119.54981994628906,227.34451293945312,120.34768676757812,107.58486938476562,119.70953369140625,-2273.3370784288322,-61.97588395545996,-2274.1817170910945,-1630.601808822214,308.31704977408214,-1659.4943995433277,-2294.3645333089207,672.3090621842431,-2390.838364842115,False,False,True
1516389894358333320,165.68435668945312,19.02808952331543,58.261932373046875,13.824665069580078,303.998046875,20.004520416259766,347.10894775390625,119.55016326904297,227.34405517578125,120.34310913085938,107.58618927001953,119.70886993408203,-2274.108091305729,-56.55463382214855,-2274.8112092103256,-1633.58959082762,315.1084106336648,-1663.703177166055,-2297.14697659328,676.6037380358664,-2394.718532603729,False,False,True
1516389894366666653,165.74273681640625,19.018856048583984,58.56847381591797,13.81315803527832,304.13714599609375,20.059398651123047,347.10986328125,119.54814910888672,227.3446044921875,120.34000396728516,107.58564758300781,119.71084594726562,-2273.021823494762,-54.24654650499462,-2273.66903877657,-1630.4830652361652,323.55028639912956,-1662.27549276613,-2301.8263396999455,684.0830772572807,-2401.3275817193785,False,False,True
