,C1-Max [A],C1-Max-Time [s],C1-Mean [A],C1-Min [A],C1-Min-Time [s],C2-Max [A],C2-MaxTime [s],C2-Mean [A],C2-Min [A],C2-MinTime [s],C3-Max [A],C3-Max-Time [s],C3-Mean [A],C3-Min [A],C3-Min-Time [s],Duration [s],L1-Max [V.p.u.],L1-Max [V],L1-Max-Time [s],L1-Mean [V.p.u.],L1-Mean [V],L1-Min [V.p.u.],L1-Min [V],L1-Min-Time [s],L2-Max [V.p.u.],L2-Max [V],L2-Max-Time [s],L2-Mean [V.p.u.],L2-Mean [V],L2-Min [V.p.u.],L2-Min [V],L2-Min-Time [s],L3-Max [V.p.u.],L3-Max [V],L3-Max-Time [s],L3-Mean [V.p.u.],L3-Mean [V],L3-Min [V.p.u.],L3-Min [V],L3-Min-Time [s],Max-C1-Slope [A/s],Max-C2-Slope [A/s],Max-C3-Slope [A/s],Max-L1-Slope [V.p.u./s],Max-L2-Slope [V.p.u./s],Max-L3-Slope [V.p.u./s],Mean-C1-Slope [A/s],Mean-C2-Slope [A/s],Mean-C3-Slope [A/s],Mean-L1-Slope [V.p.u./s],Mean-L2-Slope [V.p.u./s],Mean-L3-Slope [V.p.u./s],Min-C1-Slope [A/s],Min-C2-Slope [A/s],Min-C3-Slope [A/s],Min-L1-Slope [V.p.u./s],Min-L2-Slope [V.p.u./s],Min-L3-Slope [V.p.u./s],PV-Generation [-],StartTime [s],Voltage-Sag [-],Voltage-Swell [-]
1,72.80687713623047,16:10:01.500000,71.84926208289895,70.8697280883789,16:10:02.100000,70.05660247802734,16:10:02.391667,67.81971194293048,65.09312438964844,16:10:01.608333,33.47347640991211,16:10:01.783333,32.940312127809264,32.40570831298828,16:10:02.091667,1.225,1.019720747720831,122.45724487304688,16:10:01.600000,1.0193543669044196,122.41324656718486,1.0189748917989991,122.36767578125,16:10:02.425000,1.0144756779550284,121.8273696899414,16:10:01.591667,1.0140342024385542,121.77435333664353,1.0135383390904025,121.71480560302734,16:10:02.550000,1.0205601215231517,122.55804443359375,16:10:01.833333,1.020262563420942,122.52231097865749,1.019727799680569,122.45809173583984,16:10:02.375000,43.23760986328125,125.504150390625,20.79345703125,0.010337791788798309,0.011435610385838837,0.011999767164873554,-0.5949308434311225,3.624616350446429,-0.42488876654177293,-6.394606623918044e-05,-8.55207325453435e-05,-7.545946989295014e-05,-51.053466796875,-30.963134765625,-30.76904296875,-0.01579638981297205,-0.01365411880069157,-0.017473612669561742,False,16:10:01.433333,False,False
