,C1-Ang [Deg],C1-Mag [Arms],C2-Ang [Deg],C2-Mag [Arms],C3-Ang [Deg],C3-Mag [Arms],L1-Ang [Deg],L1-Mag [Vrms],L2-Ang [Deg],L2-Mag [Vrms],L3-Ang [Deg],L3-Mag [Vrms],Active-Power-1 [W],Reactive-Power-1 [VAR],Apparent-Power-1 [VA],Active-Power-2 [W],Reactive-Power-2 [VAR],Apparent-Power-2 [VA],Active-Power-3 [W],Reactive-Power-3 [VAR],Apparent-Power-3 [VA],Voltage-Sag [-],Voltage-Swell [-]
1499555332833333302,304.05596923828125,98.52063751220703,196.96163940429688,119.15694427490234,61.54151916503906,129.13380432128906,308.731201171875,284.06390380859375,188.69815063476562,283.9620361328125,68.75164031982422,283.952392578125,27893.038961361985,2281.0864489208075,27986.15689742891,33484.748376694515,-4863.106548690169,33836.048515665345,36377.9033425708,4602.126683263497,36667.85269974545,False,False
1499555332841666635,304.1484375,98.89286804199219,197.04043579101562,119.52767944335938,61.62143325805664,129.6005401611328,308.78564453125,284.0618591308594,188.75340270996094,283.9615173339844,68.80586242675781,283.95458984375,27999.73627751769,2271.106568965525,28091.69195079105,33586.861290977045,-4892.030427043385,33941.26121814643,36511.736077788235,4602.424403638167,36800.66822498292,False,False
1499555332849999968,304.20672607421875,99.0029067993164,197.0870361328125,119.69467163085938,61.63188171386719,129.7368621826172,308.84033203125,284.05743408203125,188.80960083007812,283.9552001953125,68.86177062988281,283.9508361816406,28030.597954820103,2271.8364908819867,28122.511672076304,33633.85741353312,-4893.122069020989,33987.924445252866,36545.99129686354,4636.20247889924,36838.89050033642,False,False
1499555332858333301,304.25299072265625,98.90322875976562,197.15115356445312,119.68778991699219,61.66706848144531,129.73255920410156,308.89581298828125,284.0533447265625,188.86485290527344,283.9519958496094,68.91685485839844,283.9443359375,28001.60765341678,2274.020715093567,28093.792933467776,33630.78668441455,-4897.989268933489,33985.586825758684,36542.33043252335,4648.633142943666,36836.82537268102,False,False
1499555332866666634,304.3133850097656,98.99532318115234,197.1915740966797,119.75823974609375,61.773475646972656,129.8465118408203,308.95013427734375,284.046142578125,188.91836547851562,283.945556640625,68.97027587890625,283.9400329589844,28027.211996406142,2273.1097755775477,28119.23968288116,33650.938057781554,-4893.072067792483,34004.82004700601,36578.16075035246,4618.8209644514745,36868.622851691674,False,False
1499555332874999967,304.41156005859375,99.34776306152344,197.19004821777344,120.09022521972656,61.87246322631836,130.1314239501953,309.0029296875,284.04052734375,188.97166442871094,283.9388122558594,69.02366638183594,283.9410400390625,28128.23542528324,2258.8797996871567,28218.791010417044,33748.10081650414,-4874.229321557097,34098.27591242781,36662.223601594334,4599.797063740761,36949.651858182624,False,False
1499555332883333300,304.5066833496094,99.53129577636719,197.1824951171875,120.31839752197266,61.92251968383789,130.1963348388672,309.055908203125,284.0368347167969,189.02468872070312,283.92681884765625,69.07827758789062,283.9318542480469,28181.48948904344,2242.2946690140466,28270.554207580626,33815.93832105762,-4847.534088427302,34161.61985726142,36678.95849261861,4604.858428691522,36966.886767099146,False,False
1499555332891666633,304.55535888671875,99.56060791015625,197.21011352539062,120.33612823486328,61.95128631591797,130.15646362304688,309.1087646484375,284.0355224609375,189.07582092285156,283.9202575683594,69.13156127929688,283.9185485839844,28189.495003545446,2245.0016767935585,28278.749284289774,33822.126828982844,-4834.256445755105,34165.864523221506,36664.03453430604,4618.921600854512,36953.83424067963,False,False
1499555332899999966,304.6084899902344,99.79199981689453,197.26902770996094,120.35968780517578,62.02503204345703,130.3486328125,309.1620178222656,284.0366516113281,189.12911987304688,283.9272155761719,69.18439483642578,283.9214172363281,28255.118616308362,2250.288498883377,28344.585485588992,33829.10356398482,-4838.636820708518,34173.39102614089,36720.22395323071,4612.385865258973,37008.768562942736,False,False
1499555332908333299,304.64794921875,99.90601348876953,197.33921813964844,120.25157165527344,62.116424560546875,130.3532257080078,309.21832275390625,284.0396728515625,189.1871795654297,283.93121337890625,69.24162292480469,283.93084716796875,28287.037748548843,2261.2003002898937,28377.271387253888,33798.167316047504,-4841.514361400321,34143.17465080228,36725.48138708637,4590.803664681711,37011.30180635211,False,False
1499555332916666632,304.63592529296875,99.4493637084961,197.43310546875,119.89482116699219,62.133514404296875,129.915283203125,309.276611328125,284.0369873046875,189.24563598632812,283.9234619140625,69.30066680908203,283.9259338378906,28154.693904790274,2285.3962584267256,28247.297657129355,33693.986877323834,-4847.856066555919,34040.95269129984,36598.102860093386,4602.100635254084,36886.31810326129,False,False
1499555332924999965,304.63763427734375,98.88156127929688,197.5515899658203,119.5642318725586,62.165287017822266,129.56202697753906,309.33245849609375,284.0262451171875,189.3006134033203,283.9131164550781,69.35562133789062,283.9117126464844,27990.727476560027,2298.711102598166,28084.95856148377,33594.47815162747,-4871.55214410043,33945.85368749569,36494.89997622114,4604.123295170049,36784.17697314313,False,False
1499555332933333298,304.73626708984375,98.80911254882812,197.631103515625,119.55076599121094,62.274131774902344,129.58518981933594,309.38690185546875,284.0292663574219,189.3545684814453,283.9175720214844,69.40937042236328,283.9123840332031,27972.279986688853,2275.4783298296547,28064.67974667158,33589.04550670605,-4886.063799535522,33942.563213533256,36505.92203383737,4569.855291926947,36790.84017700283,False,False
1499555332941666631,304.8800048828125,98.88949584960938,197.67977905273438,119.5284652709961,62.365379333496094,129.52732849121094,309.44561767578125,284.0475769042969,189.413330078125,283.9335632324219,69.46845245361328,283.9300231933594,28000.189538393162,2235.9289140698875,28089.321677369066,33585.53086762869,-4879.515361605164,33938.14305209671,36494.447519295885,4547.611531214005,36776.6973826834,False,False
