,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.658333267,0.014722438728674129,2.175944240123282e-05,-0.022083658093011146,False,False,1.041,0.003756386940330822,1.3999999439999998e-09,0.98776,0.003564273548685084,0.857,0.0030924338211945385,5.583333110000001e-10
