,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.341666613,0.018985918776907144,1.2413153826026245e-05,-0.03397480202183373,False,False,1.018,0.008477046190741867,8.08333301e-10,1.0121728395061727,0.00842852250835774,0.924,0.007694293399062363,5.583333110000001e-10
