,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.341666613,10.246400586231868,0.02064928138959472,-6.300327257284188,False,False,88.001,0.7327981746871071,5.8333331e-10,70.68884567901235,0.5886371414451977,59.342,0.49415017195579947,5.33333312e-10
