,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.349999946,0.010991847712946243,1.233652941969275e-05,-0.026979989840867937,False,False,1.025,0.008535336292249915,9.41666629e-10,1.01759509202454,0.008473674458314583,0.947,0.007885818018303091,5.49999978e-10
