,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.658333267,7.08539014462631,0.003944986907343482,-9.24395946999221,False,False,308.623,1.1136478450391156,1.08333329e-09,274.00591000000003,0.9887341228601947,236.575,0.853666897606882,5.33333312e-10
