,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.658333267,0.07880834848878498,1.3055665440739695e-05,-0.07967437429635406,False,False,1.034,0.0037311278542767243,1.5333332719999999e-09,0.93704,0.0033812534280188216,0.448,0.0016165815074622558,7.833333019999999e-10
