,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.349999946,0.15988142127921803,0.000345422823751397,-0.1388969847363208,False,False,5.73,0.0477146116630166,5.8333331e-10,5.161184049079754,0.042977991731796866,5.011,0.041727385522404216,6.49999974e-10
