,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.349999946,0.06095479186270177,4.317785296892531e-05,-0.1408955025023108,False,False,1.929,0.016063086544146427,9.74999961e-10,1.8642822085889572,0.015524171311185515,1.539,0.01281549517441231,5.583333110000001e-10
