,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.341666613,2.178384364929344,0.0008254747294307392,-3.148664740317596,False,False,25.262,0.21036064918518765,5.99999976e-10,20.04861111111111,0.16694793953743567,14.072,0.11717975834589346,5.33333312e-10
