,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.658333267,7.411448861176069,0.011832784777790373,-7.78730406166103,False,False,241.198,0.8703487197251812,5.99999976e-10,215.29954,0.7768956583239515,184.492,0.6657284720418002,5.33333312e-10
