,Current,Voltage
1499555254858333301,95.9747314453125,1.025384700496871
1499555254866666634,95.93949890136719,1.0253613548711584
1499555254874999967,96.0440902709961,1.0253374586410657
1499555254883333300,96.10540771484375,1.0253217113557973
1499555254891666633,95.99716186523438,1.0253263364325895
1499555254899999966,95.8421859741211,1.0253300805423735
1499555254908333299,95.61807250976562,1.025316315432873
1499555254916666632,95.22965240478516,1.0252908775105165
1499555254924999965,94.9728775024414,1.0252615853574996
1499555254933333298,95.1587905883789,1.0252358170725149
1499555254941666631,95.51065826416016,1.0251929800517496
1499555254949999964,95.70535278320312,1.0251813072388933
1499555254958333297,95.90373229980469,1.0252254657101705
1499555254966666630,96.19735717773438,1.0252536566544272
1499555254974999963,96.24214935302734,1.0252510137534032
1499555254983333296,96.00599670410156,1.0252219418421384
1499555254991666629,95.94126892089844,1.0251936407770057
1499555255000000000,96.22930145263672,1.0252009087548217
1499555255008333333,96.53178405761719,1.0252211709960064
1499555255016666666,96.42638397216797,1.0252543173796833
1499555255024999999,96.12669372558594,1.025277222521892
1499555255033333332,96.07937622070312,1.0252663205551678
1499555255041666665,96.02877807617188,1.0252555287093195
1499555255049999998,95.60025024414062,1.0252683027309357
1499555255058333331,95.24116516113281,1.0253028806860007
1499555255066666664,95.3586196899414,1.0253189583338973
1499555255074999997,95.44763946533203,1.025308496850677
1499555255083333330,95.22714233398438,1.0252713861154639
1499555255091666663,95.28627014160156,1.0252231531717744
1499555255099999996,95.80374145507812,1.0252167661609664
1499555255108333329,96.10120391845703,1.0252151143478263
1499555255116666662,95.95631408691406,1.0251929800517496
1499555255124999995,95.95337677001953,1.0251890157002135
1499555255133333328,96.22523498535156,1.025203882018474
1499555255141666661,96.189697265625,1.0252085070952661
1499555255149999994,95.83195495605469,1.0251902270298496
1499555255158333327,95.76963806152344,1.0251782238543652
1499555255166666660,96.04524993896484,1.0251978253702938
1499555255174999993,96.19017028808594,1.0252183078532304
1499555255183333326,95.9752197265625,1.0252358170725149
1499555255191666659,95.59494018554688,1.0252828386865682
1499555255199999992,95.4666519165039,1.0253409825090978
1499555255208333325,95.45011138916016,1.0253687329698506
1499555255216666658,95.21649932861328,1.0253883344857793
1499555255224999991,95.10408020019531,1.0254225820782161
1499555255233333324,95.31293487548828,1.0254350257372045
1499555255241666657,95.5429916381836,1.0254344751328246
1499555255249999990,95.62137603759766,1.025450332538969
1499555255258333323,95.8478012084961,1.0254649786154775
1499555255266666656,96.27686309814453,1.0254643178902214
1499555255274999990,96.40449523925781,1.0254449366160447
1499555255283333323,96.15828704833984,1.0254078258808317
1499555255291666656,96.01046752929688,1.025381617112343
1499555255299999989,96.15410614013672,1.025380956387087
1499555255308333322,96.12322235107422,1.0253797450574509
1499555255316666655,95.79228973388672,1.0253685127280987
1499555255324999988,95.71070861816406,1.0253724770796346
1499555255333333321,95.82874298095703,1.025386462430887
1499555255341666654,95.6373291015625,1.0253670811567106
1499555255349999987,95.24835205078125,1.0255072650318626
1499555255358333320,95.05593872070312,1.024967232255943
1499555255366666653,87.4485855102539,1.0116985476645721
1499555255374999986,70.08245849609375,0.9861634986952104
1499555255383333319,62.639625549316406,0.9694497926189568
1499555255391666652,70.41844177246094,0.963016310801101
1499555255399999985,77.22486114501953,0.9587190638568301
1499555255408333318,78.9130630493164,0.9562426655972714
1499555255416666651,83.77938079833984,0.960776452183197
1499555255424999984,93.92156982421875,0.9721941149698312
1499555255433333317,98.76107788085938,0.9797540232283233
1499555255441666650,96.184326171875,0.9822423145424903
1499555255449999983,93.20133209228516,0.9837639648071018
1499555255458333316,91.57512664794922,0.984608702046922
1499555255466666649,91.2171401977539,0.9860650506320636
1499555255474999982,88.69425964355469,0.983316543687901
1499555255483333315,82.81181335449219,0.9584915541270077
1499555255491666648,81.98660278320312,0.9202607794841193
1499555255499999981,88.2627182006836,0.9011401063606269
1499555255508333314,93.52970886230469,0.8984962693091054
1499555255516666647,95.7306900024414,0.8970890346346612
1499555255524999980,96.7093276977539,0.8964794054651077
