,Duration (s),MaxVSlope (Volt pu/s),MeanVSlope (Volt pu/s),MinVSlope (Volt pu/s),Sag,Swell,VMax (Volt),VMax (pu),VMaxTime,VMean (Volt),VMean (pu),VMin (Volt),VMin (pu),VMinTime
1,1.349999946,0.01798665989391203,0.0,-0.028978507606858273,False,False,1.015,0.008452064718666987,9.33333296e-10,1.0091779141104296,0.008403583293311041,0.933,0.007769237815286996,5.49999978e-10
