,C1-Ang [Deg],C1-Mag [Arms],C2-Ang [Deg],C2-Mag [Arms],C3-Ang [Deg],C3-Mag [Arms],L1-Ang [Deg],L1-Mag [Vrms],L2-Ang [Deg],L2-Mag [Vrms],L3-Ang [Deg],L3-Mag [Vrms],Active-Power-1 [W],Reactive-Power-1 [VAR],Apparent-Power-1 [VA],Active-Power-2 [W],Reactive-Power-2 [VAR],Apparent-Power-2 [VA],Active-Power-3 [W],Reactive-Power-3 [VAR],Apparent-Power-3 [VA],Voltage-Sag [-],Voltage-Swell [-]
1509950000808333302,341.7203369140625,37.884681701660156,219.70565795898438,24.852521896362305,103.58357238769531,23.34369468688965,11.877490043640137,122.0511474609375,251.87762451171875,121.91097259521484,131.9976348876953,121.94712829589844,3998.031587611395,2322.909119627823,4623.868872880004,2564.5815538114043,1613.2513436392921,3029.7951158294018,2503.760154119025,1354.5723419529322,2846.696530882415,False,False
1509950000816666636,341.7533264160156,37.79109191894531,219.4390869140625,24.692293167114258,103.36820220947266,23.22220230102539,11.854098320007324,122.01673126220703,251.84982299804688,121.87550354003906,131.97457885742188,121.90592956542969,3989.3079301410135,2312.5927274825285,4611.145506779314,2540.606157475923,1612.9855619542632,3009.385663300316,2485.352381799731,1355.416956875959,2830.9241580629605,False,False
1509950000824999969,341.5033874511719,37.402732849121094,219.23699951171875,24.57317543029785,103.24117279052734,23.102109909057617,11.798830032348633,121.9888916015625,251.79437255859375,121.84357452392578,131.91915893554688,121.8785400390625,3939.6134480163782,2301.7038745879986,4562.717923133634,2523.572283684697,1611.2476918835255,2994.0835318309983,2470.2571779080513,1351.1929678583929,2815.6514275379013,False,False
1509950000833333302,341.5782775878906,37.437339782714844,219.657958984375,24.878925323486328,103.5069580078125,23.197620391845703,11.772438049316406,122.0155258178711,251.76947021484375,121.86906433105469,131.89111328125,121.90911865234375,3948.1867513332595,2297.360890442348,4567.936698810256,2568.1256429598816,1611.7012606722465,3031.971350735461,2488.019318513693,1344.3779641061992,2828.0014568015467,False,False
1509950000841666635,341.9283752441406,38.0008659362793,220.0498809814453,25.21055793762207,103.85966491699219,23.50425148010254,11.801376342773438,122.0490493774414,251.80018615722656,121.9069595336914,131.92031860351562,121.94866180419922,4021.7297357539564,2310.0761026989767,4637.969563042483,2613.4149904566125,1617.2495178431604,3073.342466323477,2529.377359986953,1348.330351376895,2866.3120147078735,False,False
1509950000849999968,341.8554382324219,38.17234802246094,219.75326538085938,25.104700088500977,103.69286346435547,23.616838455200195,11.835614204406738,122.04752349853516,251.83450317382812,121.90032958984375,131.95785522460938,121.94474029541016,4035.479987008298,2328.024156385151,4658.840542265563,2592.9552195910296,1625.3747687265914,3060.2712150424486,2536.5638458501853,1363.800364762759,2879.9492320180434,False,False
1509950000858333301,341.69146728515625,38.05094528198242,219.28524780273438,24.805683135986328,103.34683227539062,23.466968536376953,11.843429565429688,122.04401397705078,251.8391571044922,121.88827514648438,131.966064453125,121.9303207397461,4015.5542986604396,2332.6034629299365,4643.890097834257,2548.482885971985,1626.9357236266255,3023.5219312756094,2511.7435164964927,1370.5409486853798,2861.3350004299723,False,False
1509950000866666634,341.99432373046875,38.28021240234375,219.31048583984375,24.795228958129883,103.69981384277344,23.45206642150879,11.855010986328125,122.06306457519531,251.849853515625,121.91300964355469,131.9739990234375,121.948486328125,4052.2590018660435,2326.4539756533595,4672.600038419478,2548.338528419279,1625.933360203993,3022.860987086635,2518.726560079142,1354.7310458250013,2859.944001369644,False,False
1509950000874999967,342.21588134765625,38.410484313964844,219.5727081298828,24.95538330078125,104.15196228027344,23.637222290039062,11.887805938720703,122.07299041748047,251.884521484375,121.938720703125,132.00079345703125,121.9690933227539,4074.0491391035093,2321.151531596897,4688.882683589414,2571.8196987534593,1626.5791988758083,3043.027514353395,2549.1094235001765,1346.7706195700548,2883.010571384453,False,False
1509950000883333300,341.8177490234375,38.04747772216797,219.6302947998047,24.92603874206543,103.76335144042969,23.669498443603516,11.908884048461914,122.05792236328125,251.90599060058594,121.93804931640625,132.0167999267578,121.96424102783203,4018.1201113310976,2328.39223068355,4643.996081931051,2569.805026791671,1623.0379841373715,3039.432541392627,2542.901691127244,1366.5476102461216,2886.832413183554,False,False
1509950000891666633,341.48651123046875,37.86171340942383,219.59637451171875,24.851760864257812,103.16190338134766,23.50185203552246,11.907827377319336,122.0505599975586,251.90509033203125,121.93135833740234,132.01846313476562,121.95832061767578,3984.842784546013,2339.8866180956156,4621.043324087252,2561.073638103615,1619.58888516855,3030.208959255251,2510.3465618002415,1383.3035088518395,2866.2464056574245,False,False
1509950000899999966,341.6471862792969,38.08583068847656,219.5176544189453,24.8114013671875,103.3080825805664,23.391578674316406,11.896577835083008,122.05310821533203,251.89544677734375,121.92041015625,132.0143280029297,121.95394897460938,4015.55904352376,2341.7476744383284,4648.4940144914435,2554.7337364632444,1619.8946678827601,3025.016231238842,2502.0814776421453,1370.2041013121006,2852.695392083144,False,False
1509950000908333299,341.732177734375,38.130435943603516,219.31222534179688,24.736848831176758,103.75657653808594,23.440587997436523,11.881935119628906,122.05033111572266,251.88180541992188,121.90947723388672,132.00108337402344,121.94652557373047,4024.241265607022,2337.442537313392,4653.832332503661,2541.409151928548,1623.3984412500806,3015.6563094224402,2518.1543497536404,1352.7420280123047,2858.4982636926725,False,False
1509950000916666632,341.6471252441406,38.0093994140625,219.25624084472656,24.73468017578125,103.7652587890625,23.5577392578125,11.871917724609375,122.05290985107422,251.87326049804688,121.91455841064453,131.98858642578125,121.95307159423828,4008.4970454229724,2335.323646047392,4639.1578001780435,2539.947320171337,1625.4273509944346,3015.5176110588945,2531.377808224729,1358.6401103317562,2872.9386623064056,False,False
1509950000924999965,341.7317199707031,38.01103591918945,219.39573669433594,24.809904098510742,103.53201293945312,23.554235458374023,11.873300552368164,122.05142211914062,251.8733367919922,121.91665649414062,131.98785400390625,121.9520034790039,4012.008286661781,2329.5714595276327,4639.300990158808,2551.6754875590486,1624.1944572825762,3024.740555630706,2525.445654442443,1368.6859544371305,2872.4862045649056,False,False
1509950000933333298,341.7973327636719,37.86821746826172,219.37017822265625,24.743623733520508,103.38361358642578,23.41907501220703,11.858968734741211,122.01952362060547,251.85540771484375,121.88553619384766,131.97164916992188,121.91471862792969,3999.12289456523,2314.6343253671284,4620.661855838785,2543.9933520021095,1619.780660772674,3015.8898461389617,2507.040823784528,1366.2039693305228,2855.129940639599,False,False
1509950000941666631,341.718017578125,37.7612190246582,219.3114013671875,24.607013702392578,103.45266723632812,23.385910034179688,11.81479263305664,121.99829864501953,251.81202697753906,121.85733032226562,131.92935180664062,121.89250946044922,3985.71347100768,2310.1375727442446,4606.804475770245,2528.9296084612383,1611.1446658645207,2998.544996976969,2505.680578159326,1359.1536132789322,2850.5672600824614,False,False
