,C1-Ang [Deg],C1-Mag [Arms],C2-Ang [Deg],C2-Mag [Arms],C3-Ang [Deg],C3-Mag [Arms],L1-Ang [Deg],L1-Mag [Vrms],L2-Ang [Deg],L2-Mag [Vrms],L3-Ang [Deg],L3-Mag [Vrms],Active-Power-1 [W],Reactive-Power-1 [VAR],Apparent-Power-1 [VA],Active-Power-2 [W],Reactive-Power-2 [VAR],Apparent-Power-2 [VA],Active-Power-3 [W],Reactive-Power-3 [VAR],Apparent-Power-3 [VA],Voltage-Sag [-],Voltage-Swell [-]
1521053839949999964,175.8431396484375,47.713924407958984,55.29094696044922,53.305789947509766,299.172119140625,37.21275329589844,179.1070556640625,121.99632263183594,59.03249740600586,121.85138702392578,299.1697692871094,121.92359924316406,5811.481030780741,331.4158729502997,5820.923316104395,6481.539903406546,423.8626234526969,6495.384441510105,4537.1128157680505,-0.18607915971303207,4537.112819583853,False,False
1521053839958333297,175.81004333496094,48.03165817260742,55.2827033996582,53.28130340576172,299.18048095703125,37.32291793823242,179.10301208496094,122.000244140625,59.02948760986328,121.85734558105469,299.16815185546875,121.92767333984375,5850.198628876089,336.60002142276977,5859.874023537151,6478.840617484468,424.2804561111561,6492.718202124932,4550.696441105093,-0.9792344208469477,4550.696546462597,False,False
1521053839966666630,175.81663513183594,48.16839599609375,55.247047424316406,53.30912399291992,299.1025390625,37.48423767089844,179.10275268554688,122.00320434570312,59.02908706665039,121.86062622070312,299.16796875,121.9294204711914,5867.03580832775,336.86490008581103,5876.698659716174,6482.135588285972,428.50211100916914,6496.28323305433,4570.428395911974,5.219264563961928,4570.431376017048,False,False
1521053839974999963,175.8567352294922,48.013118743896484,55.24042892456055,53.28556442260742,299.0787353515625,37.47810363769531,179.10435485839844,122.00458526611328,59.02952194213867,121.86138916015625,299.165771484375,121.93130493164062,5848.413126269752,331.8532072423916,5857.82063968174,6479.258645160478,429.113049185401,6493.4529027219405,4569.748810406612,6.941760347697923,4569.754082907457,False,False
1521053839983333296,175.81884765625,47.942562103271484,55.24324035644531,53.2708854675293,299.1678466796875,37.425113677978516,179.1035919189453,122.0066146850586,59.031333923339844,121.86474609375,299.163330078125,121.93970489501953,5839.699919693777,335.1549381345608,5849.309701548336,6477.659675898265,428.8936616120868,6491.8429316896945,4563.607303375901,-0.35974719420743173,4563.607317555259,False,False
1521053839991666629,175.72830200195312,48.126773834228516,55.26194763183594,53.406803131103516,299.1752624511719,37.58293533325195,179.10452270507812,122.01146697998047,59.03579330444336,121.86814880371094,299.1665344238281,121.9501724243164,5861.826541469076,345.8153229790433,5872.018276527962,6494.475118943988,428.38498057793356,6508.588231111819,4583.245390924248,-0.698178674668242,4583.245444102009,False,False
1521053840000000000,175.71072387695312,48.241172790527344,55.27762222290039,53.51020050048828,299.1190185546875,37.801918029785156,179.11036682128906,122.01883697509766,59.03852462768555,121.86910247802734,299.1734619140625,121.94940948486328,5875.973016739678,349.06037475304277,5886.331798214872,6507.196357507084,427.747725220507,6521.240108413796,4609.919499955025,4.380420018649228,4609.921581127506,False,False
1521053840008333333,175.74632263183594,48.15827560424805,55.2255859375,53.482887268066406,299.14569091796875,37.94839859008789,179.11631774902344,122.02583312988281,59.038978576660156,121.87332916259766,299.1773376464844,121.9435806274414,5866.391665399617,345.445001306767,5876.553702706878,6503.706040883435,433.5026219154239,6518.1375245871595,4627.562897266343,2.5559865462340134,4627.5636031526665,False,False
1521053840016666666,175.79302978515625,47.94529342651367,55.169437408447266,53.44110870361328,299.1699523925781,37.9659309387207,179.11715698242188,122.02050018310547,59.03668975830078,121.87098693847656,299.1752014160156,121.93309020996094,5840.465470432004,339.2267712414494,5850.308685328956,6498.090677325251,439.2642519929733,6512.92066079576,4629.303262629552,0.4241031643049734,4629.303282056178,False,False
1521053840024999999,175.8827362060547,47.867061614990234,55.177337646484375,53.469791412353516,299.135009765625,37.78770065307617,179.1080322265625,122.01087188720703,59.02587890625,121.86771392822266,299.16363525390625,121.92396545410156,5831.0510110709,328.58887714892853,5840.301922323619,6501.54687620996,437.3650212250892,6516.241243642435,4607.225734012627,2.301811727704991,4607.22630901559,False,False
1521053840033333332,175.93429565429688,48.003353118896484,55.24366760253906,53.56319046020508,299.18682861328125,37.75550079345703,179.09922790527344,122.00870513916016,59.020992279052734,121.87425994873047,299.15411376953125,121.93017578125,5847.893787680271,323.3577661423973,5856.826956374425,6513.792948410411,430.056453013066,6527.974197830394,4603.534098032811,-2.6285341845674752,4603.53484845534,False,False
1521053840041666665,175.9080047607422,47.89178466796875,55.30355453491211,53.65316390991211,299.2818908691406,37.953697204589844,179.09793090820312,122.00146484375,59.02277374267578,121.87198638916016,299.15185546875,121.93247985839844,5833.814730080212,325.131971400566,5842.867883473636,6525.046359320735,424.15377225070876,6538.817661764189,4627.7765014601255,-10.50296912995668,4627.788419950404,False,False
1521053840049999998,175.84742736816406,47.649959564208984,55.328636169433594,53.75442886352539,299.2237854003906,38.00483322143555,179.09059143066406,121.9931411743164,59.01224899291992,121.8626480102539,299.1417541503906,121.9258041381836,5803.65835367091,328.8609438614051,5812.968244067015,6537.123611175327,420.85935290009616,6550.657043588028,4633.76510249034,-6.634237399582559,4633.7698516610835,False,False
1521053840058333331,175.76974487304688,47.64128875732422,55.31753158569336,53.80442810058594,299.14801025390625,37.879905700683594,179.07798767089844,121.99549865722656,58.99807357788086,121.86005401611328,299.12994384765625,121.92473602294922,5802.337187345474,335.3981866033484,5812.022778622688,6543.087350093657,420.89116143949184,6556.610514643487,4618.497273531585,-1.4562966327115494,4618.497503130057,False,False
1521053840066666664,175.7640380859375,47.80709457397461,55.256019592285156,53.67570495605469,299.1328430175781,37.783790588378906,179.06887817382812,122.00190734863281,58.99264907836914,121.86067962646484,299.1262512207031,121.92991638183594,5822.85689113471,336.2373422061472,5832.556722821377,6527.052845713125,426.27597576001176,6540.9578853744315,4606.97439654049,-0.5300257684315656,4606.97442702984,False,False
1521053840074999997,175.81558227539062,47.95628356933594,55.19804382324219,53.46898651123047,299.0738525390625,37.67412185668945,179.0653839111328,122.00152587890625,58.992820739746094,121.85977935791016,299.1257019042969,121.93219757080078,5841.33100223411,331.67452359745056,5850.739770940505,6501.433222041705,431.22943644347714,6515.718898749619,4593.6865886041005,4.157021699428307,4593.688469536282,False,False
1521053840083333330,175.8245391845703,47.8630256652832,55.12650680541992,53.38882827758789,299.04095458984375,37.59311294555664,179.06341552734375,121.99539947509766,58.99092483520508,121.85655212402344,299.1226806640625,121.92821502685547,5829.741948004691,329.90128898193245,5839.068936123076,6490.986512914161,438.461454032786,6505.778535848425,4583.656495829516,6.538082005515306,4583.661158754694,False,False
1521053840091666663,175.80929565429688,47.6656494140625,55.07368469238281,53.424781799316406,299.1297607421875,37.73781204223633,179.05615234375,121.99254608154297,58.98189926147461,121.84947967529297,299.114501953125,121.92170715332031,5805.519808662151,329.34178190174975,5814.853932651691,6494.64347788311,443.6958555360861,6509.781864012765,4601.0583052572265,-1.2253359741433836,4601.058468420582,False,False
1521053840099999996,175.79464721679688,47.60646438598633,55.12492752075195,53.51972198486328,299.21929931640625,37.92118835449219,179.0454559326172,121.99335479736328,58.9682502746582,121.8424072265625,299.10333251953125,121.91314697265625,5798.327002229047,329.3349739600202,5807.6723004876685,6506.306562992835,437.0899365372689,6520.971760732123,4623.08193979684,-9.357141850567787,4623.091409238987,False,False
1521053840108333329,175.78799438476562,47.68161392211914,55.176856994628906,53.69353103637695,299.2273864746094,37.98442840576172,179.03353881835938,121.9901351928711,58.95405197143555,121.8382339477539,299.08990478515625,121.90615844726562,5807.357006693091,329.3125696086422,5816.686528573599,6527.714415594452,430.96074102509317,6541.92499589108,4630.522417290645,-11.11099756713012,4630.535747761605,False,False
1521053840116666662,175.8255157470703,47.786373138427734,55.191307067871094,53.808204650878906,299.20489501953125,37.99740219116211,179.02084350585938,121.98405456542969,58.94209671020508,121.83421325683594,299.0765380859375,121.90473937988281,5820.1130042701425,324.9187461701373,5829.17554840195,6541.638155940541,428.8521605437471,6555.680280402653,4632.051787704772,-10.376976513970051,4632.063411226205,False,False
1521053840124999995,175.83590698242188,47.73303985595703,55.178672790527344,53.73434066772461,299.13226318359375,37.935916900634766,179.0081329345703,121.97929382324219,58.9310417175293,121.82746887207031,299.065673828125,121.90074157714844,5813.520801533546,322.1994447356332,5822.442493666312,6532.284836504473,428.41981034743844,6546.318715058442,4624.413279457942,-5.374511717309051,4624.416402596457,False,False
1521053840133333328,175.75706481933594,47.442195892333984,55.14738464355469,53.63074493408203,299.059326171875,37.84369659423828,178.9972381591797,121.9764633178711,58.91874694824219,121.82225036621094,299.0560302734375,121.8956298828125,5777.580317664959,327.0807017143756,5786.83126698053,6519.269716167055,429.7366751429365,6533.41803668614,4612.981225816446,-0.26535842186567843,4612.9812334487215,False,False
1521053840141666661,175.71456909179688,47.22124481201172,55.13956069946289,53.66613006591797,299.0133056640625,37.7485466003418,178.9880828857422,121.97332000732422,58.90684127807617,121.82173156738281,299.04638671875,121.89481353759766,5750.333965957855,328.8951881094161,5759.732004599704,6523.573913742616,429.5536451795332,6537.70089115051,4601.351282210743,2.6566977814285706,4601.352049163979,False,False
1521053840149999994,175.70480346679688,47.37107467651367,55.15928649902344,53.73671340942383,299.0384826660156,37.67075729370117,178.9784393310547,121.96598052978516,58.897037506103516,121.81871032714844,299.03533935546875,121.8907470703125,5768.231578064076,329.93118667698207,5777.659571670665,6532.212722968268,426.7413713186554,6546.137124755594,4591.716742323718,-0.2519067163680563,4591.71674923366,False,False
1521053840158333327,175.68368530273438,47.71773147583008,55.16458511352539,53.7450065612793,299.0732421875,37.633419036865234,178.968017578125,121.95926666259766,58.88920593261719,121.81568145751953,299.0238037109375,121.88807678222656,5810.060931022404,333.4119676382435,5819.619537594989,6533.1560300403125,425.2994584104634,6546.984599201096,4587.063361528878,-3.9580137088299643,4587.0650691431365,False,False
1521053840166666660,175.74728393554688,47.706336975097656,55.16794204711914,53.723060607910156,299.03582763671875,37.45395278930664,178.96029663085938,121.95603942871094,58.88175582885742,121.81456756591797,299.01483154296875,121.88491821289062,5808.930250173383,326.0930536136191,5818.075913134379,6530.508669832866,423.89014003859705,6544.251396270178,4565.071665960774,-1.672874996708692,4565.0719724741075,False,False
1521053840174999993,175.7952423095703,47.41630172729492,55.19617462158203,53.78239059448242,298.9676818847656,37.20685958862305,178.95469665527344,121.9595718383789,58.87208938598633,121.81787109375,299.0094299316406,121.8819580078125,5774.0819873478695,318.7226314349969,5782.871856820274,6538.177322453126,420.04511091876606,6551.656324552372,4534.8436941688715,3.3042730586522246,4534.844897983129,False,False
1521053840183333326,175.70553588867188,47.54851531982422,55.17805099487305,53.9595832824707,298.954345703125,37.22208786010742,178.9508056640625,121.96712493896484,58.86701583862305,121.82342529296875,299.0094299316406,121.8890380859375,5790.055557961375,328.3036269449489,5799.355708675284,6559.9210738431075,422.9423593874953,6573.541262851793,4536.962388078514,4.361842217241506,4536.964484818745,False,False
1521053840191666659,175.6419677734375,47.792240142822266,55.171390533447266,54.13412094116211,299.0321044921875,37.349571228027344,178.94989013671875,121.96698760986328,58.86880874633789,121.81849670410156,299.01239013671875,121.89371490478516,5819.363433205411,336.34971706107467,5829.075561347213,6580.810869913866,425.26417411657906,6594.537233450392,4552.677717586332,-1.5664872904060556,4552.6779870851315,False,False
1521053840199999992,175.70364379882812,47.68524932861328,55.22632598876953,54.127525329589844,299.06451416015625,37.31306076049805,178.94601440429688,121.96282196044922,58.8643913269043,121.81210327148438,299.0089111328125,121.88655853271484,5806.517660078496,328.9422954817902,5815.827574005292,6580.100659752514,418.37392322430554,6593.387705277884,4547.95842281962,-4.413594475502612,4547.960564419191,False,False
1521053840208333325,175.75048828125,47.55952072143555,55.272308349609375,54.032718658447266,298.9884338378906,37.32365036010742,178.94163513183594,121.96300506591797,58.85687255859375,121.81438446044922,299.0026550292969,121.88079833984375,5791.507678317088,322.89787482364864,5800.502066681074,6569.085467653811,411.5151043800257,6581.962364103384,4549.036162721935,1.1291008842588164,4549.03630284709,False,False
1521053840216666658,175.7337188720703,47.59776306152344,55.258018493652344,54.26362991333008,298.9200439453125,37.40010452270508,178.94078063964844,121.9613037109375,58.8529052734375,121.81116485595703,298.9995422363281,121.87879180908203,5795.993756512597,324.7629595700675,5805.085236707702,6596.909822736517,414.4513344828436,6609.9159690552915,4558.275165017381,6.324642429561416,4558.2795527606795,False,False
1521053840224999991,175.71580505371094,47.77741622924805,55.21875,54.67243957519531,298.9518737792969,37.331329345703125,178.935791015625,121.95803833007812,58.84675979614258,121.8052978515625,298.99334716796875,121.87723541259766,5817.640729785024,327.292310104654,5826.839959798729,6646.046785545338,421.3957905227583,6659.392786728217,4549.838022976602,3.2933880170732346,4549.839214931475,False,False
